date,symbol,eps,epsEstimated,time,revenue,revenueEstimated,updatedFromDate,fiscalDateEnding
2018-07-30,SPG,2.98,2.91,bmo,1388358000.0,1283369491.0,2024-11-24,2018-06-30
2018-04-27,SPG,2.87,2.83,bmo,1399814000.0,1059592000.0,2024-11-24,2018-03-31
2018-01-31,SPG,3.12,3.12,bmo,1427692000.0,1373385326.0,2024-11-24,2017-12-31
2017-10-27,SPG,2.89,2.88,bmo,1403638000.0,1386586666.0,2024-11-24,2017-09-30
2017-08-01,SPG,2.47,2.45,bmo,1361548000.0,1372569105.0,2024-11-24,2017-06-30
2017-04-27,SPG,2.74,2.76,bmo,1345763000.0,1301819607.0,2024-11-24,2017-03-31
2017-01-31,SPG,2.91,2.51,bmo,1425966000.0,1641031746.0,2024-11-24,2016-12-31
2016-10-26,SPG,2.7,2.68,bmo,1357168000.0,1256042236.0,2024-11-24,2016-09-30
2016-07-27,SPG,2.63,2.62,bmo,1315380000.0,1297256551.0,2024-11-24,2016-06-30
2016-04-26,SPG,2.63,2.54,bmo,1336715000.0,1103855483.0,2024-11-24,2016-03-31
2016-01-29,SPG,2.73,2.44,bmo,1380621000.0,1052707499.0,2024-11-24,2015-12-31
2015-10-27,SPG,2.54,2.46,bmo,1320137000.0,1252153676.0,2024-11-24,2015-09-30
2015-07-24,SPG,2.63,2.35,bmo,1349110000.0,1082830263.0,2024-11-24,2015-06-30
2015-04-24,SPG,2.28,2.23,bmo,1216235000.0,1111355172.0,2024-11-24,2015-03-31
2015-01-30,SPG,2.47,2.47,bmo,1297120000.0,1317055384.0,2024-11-24,2014-12-31
2014-10-22,SPG,1.9,2.02,bmo,1234694000.0,1265186419.0,2024-11-24,2014-09-30
2014-07-23,SPG,2.16,2.14,bmo,1181982000.0,793510489.0,2024-11-24,2014-06-30
2014-04-22,SPG,2.38,2.24,bmo,1314991000.0,1051818181.0,2024-11-24,2014-03-31
2014-01-31,SPG,2.47,2.43,bmo,1416260000.0,1179993495.0,2024-11-24,2013-12-31
2013-10-25,SPG,2.21,2.16,bmo,1302256000.0,1089555000.0,2024-11-24,2013-09-30
2013-07-29,SPG,2.11,2.07,bmo,1236563000.0,867999999.0,2024-11-24,2013-06-30
2025-10-22,SPGI,,,bmo,,,2024-12-04,2025-09-30
2025-07-28,SPGI,,,bmo,,,2024-12-04,2025-06-30
2025-04-23,SPGI,,,bmo,,,2024-12-04,2025-03-30
2025-02-13,SPGI,,3.27,bmo,,,2024-12-04,2024-12-30
2024-10-24,SPGI,3.89,3.64,bmo,3575000000.0,3433157640.0,2024-12-04,2024-09-30
2024-07-30,SPGI,4.04,3.65,bmo,3549000000.0,3421054522.0,2024-11-25,2024-06-30
2024-04-25,SPGI,4.01,3.66,bmo,3491000000.0,3414124965.0,2024-11-25,2024-03-31
2024-02-08,SPGI,3.13,3.15,bmo,3152000000.0,3130960000.0,2024-11-25,2023-12-31
2023-11-02,SPGI,3.21,3.05,bmo,3084000000.0,3024690000.0,2024-11-25,2023-09-30
2023-07-27,SPGI,3.12,3.12,bmo,3101000000.0,3057890000.0,2024-11-25,2023-06-30
2023-04-27,SPGI,3.15,2.91,bmo,3160000000.0,3084680000.0,2024-11-25,2023-03-31
2023-02-09,SPGI,2.54,2.47,bmo,2937000000.0,2880060354.0,2024-11-25,2022-12-31
2022-10-27,SPGI,2.93,2.79,bmo,2861000000.0,2918483096.0,2024-11-25,2022-09-30
2022-08-02,SPGI,2.81,2.94,bmo,2993000000.0,2999444545.0,2024-11-25,2022-06-30
2022-05-03,SPGI,2.89,3.0,bmo,2389000000.0,2901709215.0,2024-11-25,2022-03-31
2022-02-08,SPGI,3.15,3.13,bmo,2088000000.0,2054018700.0,2024-11-25,2021-12-31
2021-10-26,SPGI,3.54,3.15,bmo,2087000000.0,1965690000.0,2024-11-25,2021-09-30
2021-07-29,SPGI,3.62,3.27,bmo,2106000000.0,2000660000.0,2024-11-25,2021-06-30
2021-04-29,SPGI,3.39,3.03,bmo,2016000000.0,1871670000.0,2024-11-25,2021-03-31
2021-02-09,SPGI,2.71,2.55,bmo,1867000000.0,1753370000.0,2024-11-25,2020-12-31
2020-10-27,SPGI,2.85,2.64,bmo,1846000000.0,1671115789.0,2024-11-25,2020-09-30
2020-07-28,SPGI,3.4,2.67,bmo,1943000000.0,1525826470.0,2024-11-25,2020-06-30
2020-04-28,SPGI,2.73,2.3,bmo,1786000000.0,1504688644.0,2024-11-25,2020-03-31
2020-02-06,SPGI,2.53,2.43,bmo,1735000000.0,1666422924.0,2024-11-25,2019-12-31
2019-10-29,SPGI,2.46,2.34,bmo,1689000000.0,1606609756.0,2024-11-25,2019-09-30
2019-08-01,SPGI,2.43,2.28,bmo,1704000000.0,1598814814.0,2024-11-25,2019-06-30
2019-05-02,SPGI,2.11,2.13,bmo,1571000000.0,1585890995.0,2024-11-25,2019-03-31
2019-02-07,SPGI,2.22,2.19,bmo,1536000000.0,1516229729.0,2024-11-25,2018-12-31
2018-10-25,SPGI,2.11,2.04,bmo,1546000000.0,1494710900.0,2024-11-25,2018-09-30
2018-07-26,SPGI,2.17,2.13,bmo,1609000000.0,1579341013.0,2024-11-25,2018-06-30
2018-04-26,SPGI,2.0,1.97,bmo,1567000000.0,1543495000.0,2024-11-25,2018-03-31
2018-02-06,SPGI,1.85,1.63,bmo,1589000000.0,1381989189.0,2024-11-25,2017-12-31
2017-10-26,SPGI,1.71,1.53,bmo,1513000000.0,1362584795.0,2024-11-25,2017-09-30
2017-07-27,SPGI,1.72,1.58,bmo,1509000000.0,1386174418.0,2024-11-25,2017-06-30
2017-04-25,SPGI,1.62,1.39,bmo,1453000000.0,1246709876.0,2024-11-25,2017-03-31
2017-02-07,SPGI,1.28,1.2,bmo,1399000000.0,1300632812.0,2024-11-25,2016-12-31
2016-11-03,SPGI,1.43,1.35,bmo,1439000000.0,1348433566.0,2024-11-25,2016-09-30
2016-07-28,SPGI,1.44,1.34,bmo,1482000000.0,1379083333.0,2024-11-25,2016-06-30
2016-04-26,SPGI,1.2,1.15,bmo,1341000000.0,1285125000.0,2024-11-25,2016-03-31
2016-02-04,SPGI,1.04,1.01,bmo,1374000000.0,1335336538.0,2024-11-25,2015-12-31
2015-11-03,SPGI,1.19,1.07,bmo,1324000000.0,1190487394.0,2024-11-25,2015-09-30
2015-07-27,SPGI,1.21,1.13,bmo,1342000000.0,1253272727.0,2024-11-25,2015-06-30
2015-04-28,SPGI,1.09,1.0,bmo,1273000000.0,1167889908.0,2024-11-25,2015-03-31
2015-02-12,SPGI,0.95,0.9,bmo,1290000000.0,1222105263.0,2024-11-25,2014-12-31
2014-10-29,SPGI,1.02,0.94,bmo,1263000000.0,1163941176.0,2024-11-25,2014-09-30
2014-07-29,SPGI,1.06,0.99,bmo,1346000000.0,1216018867.0,2024-11-25,2014-06-30
2014-04-29,SPGI,0.89,0.88,bmo,1236000000.0,1182561797.0,2024-11-25,2014-03-31
2014-02-04,SPGI,0.81,0.78,bmo,1250000000.0,1161333333.0,2024-11-25,2013-12-31
2013-10-22,SPGI,0.8,0.77,bmo,1194000000.0,1108800000.0,2024-11-25,2013-09-30
2013-07-25,SPGI,0.92,0.82,bmo,1250000000.0,1036586956.0,2024-11-25,2013-06-30
2025-03-17,SPOT,,,bmo,,,2024-11-13,2024-12-30
2025-02-04,SPOT,,2.06,bmo,,,2024-11-13,2024-12-30
2024-11-12,SPOT,1.61,1.88,amc,4440279080.0,4482789893.0,2024-11-13,2024-09-30
2024-07-23,SPOT,1.33,1.06,bmo,4093438680.0,4096959726.0,2024-11-13,2024-06-30
2024-04-23,SPOT,0.97,0.65,bmo,3906082080.0,3895252573.0,2024-11-13,2024-03-31
2024-02-06,SPOT,-0.39,-0.08,bmo,4037213715.0,4042900000.0,2024-11-13,2023-12-31
2023-10-24,SPOT,0.33,-0.22,bmo,3541120260.0,3538710000.0,2024-11-13,2023-09-30
2023-07-25,SPOT,-1.69,-0.8,bmo,3781990151.0,3566610000.0,2024-11-13,2023-06-30
2023-04-25,SPOT,-1.24,-1.01,bmo,3307300425.0,3385880000.0,2024-11-13,2023-03-31
2023-01-31,SPOT,-1.43,-1.28,bmo,3410314943.0,3402347950.0,2024-11-13,2022-12-31
2022-10-25,SPOT,-0.99,-0.88,amc,2964874616.0,2957048599.0,2024-11-13,2022-09-30
2022-07-27,SPOT,-0.91,-0.68,bmo,2995800325.0,2947270251.0,2024-11-13,2022-06-30
2022-04-27,SPOT,0.24,-0.26,bmo,2943398625.0,2894716167.0,2024-11-13,2022-03-31
2022-02-02,SPOT,-0.24,-0.45,amc,3048547803.0,3017342878.0,2024-11-13,2021-12-31
2021-10-27,SPOT,-0.48,-0.25,bmo,2902884856.0,1768564284.0,2024-11-13,2021-09-30
2021-07-28,SPOT,-0.23,-0.52,bmo,2765599410.0,2446570000.0,2024-11-13,2021-06-30
2021-04-28,SPOT,-0.3,-0.61,bmo,2525267405.0,2571550000.0,2024-11-13,2021-03-31
2021-02-03,SPOT,-0.79,-0.74,bmo,2658764740.0,1734400000.0,2024-11-13,2020-12-31
2020-10-29,SPOT,-0.68,-0.58,bmo,2318832687.0,1904464285.0,2024-11-13,2020-09-30
2020-07-29,SPOT,-2.1,-0.49,bmo,2125539005.0,445052356.0,2024-11-13,2020-06-30
2020-04-29,SPOT,-0.22,-0.42,bmo,2010944320.0,4527599999.0,2024-11-13,2020-03-31
2020-02-05,SPOT,-1.26,-0.48,bmo,2104690420.0,357982456.0,2024-11-13,2019-12-31
2019-10-28,SPOT,0.41,-0.4,bmo,1897680298.0,1346333333.0,2024-11-13,2019-09-30
2019-07-31,SPOT,-0.47,-0.51,bmo,1892849049.0,1270095238.0,2024-11-13,2019-06-30
2019-04-29,SPOT,-0.9,-0.37,bmo,1697034823.0,1442465354.0,2024-11-13,2019-03-31
2019-02-06,SPOT,0.41,-0.24,bmo,1786381693.0,115991379.0,2024-11-13,2018-12-31
2018-11-01,SPOT,0.23,-0.36,bmo,1576451829.0,2116173913.0,2024-11-13,2018-09-30
2018-07-26,SPOT,-0.61,-0.63,bmo,1477733831.0,393472727.0,2024-11-13,2018-06-30
2018-05-02,SPOT,-1.01,-0.33,amc,1403524207.0,417257425.0,2024-11-13,2018-03-31
2017-12-31,SPOT,-3.92612,,bmo,1348131876.0,,2024-11-13,2017-12-31
2017-09-30,SPOT,-1.95097,,bmo,1215129260.0,,2024-11-13,2017-09-30
2017-06-30,SPOT,-1.2769,,bmo,1147537759.0,,2024-11-13,2017-06-30
2017-03-31,SPOT,-1.10438,,bmo,966089655.0,,2024-11-13,2017-03-31
2016-12-30,SPOT,-0.59519,,bmo,914673936.0,,2024-11-13,2016-12-31
2016-09-29,SPOT,-0.97419,,bmo,838001656.0,,2024-11-13,2016-09-30
2016-06-29,SPOT,-1.39216,,bmo,793587795.0,,2024-11-13,2016-06-30
2016-03-30,SPOT,-1.07926,,bmo,703146550.0,,2024-11-13,2016-03-31
2025-11-05,SQ,,,amc,,,2024-12-09,2025-09-30
2025-07-30,SQ,,,amc,,,2024-12-09,2025-06-30
2025-04-30,SQ,,,amc,,,2024-12-09,2025-03-30
2025-02-27,SQ,,0.82,amc,,,2024-12-09,2024-12-30
2024-11-07,SQ,0.88,0.881,amc,5975801000.0,6236059045.0,2024-12-09,2024-09-30
2024-08-01,SQ,0.93,0.829,amc,6155563000.0,6274463306.0,2024-11-01,2024-06-30
2024-05-02,SQ,0.85,0.72,amc,5957128000.0,5828795238.0,2024-08-02,2024-03-31
2024-02-22,SQ,0.45,0.585,amc,5773042000.0,5697302559.0,2024-05-22,2023-12-31
2023-11-02,SQ,0.55,0.44,amc,5617493000.0,5433420000.0,2024-05-04,2023-09-30
2023-08-03,SQ,0.39,0.35,amc,5534957000.0,5103430000.0,2024-05-04,2023-06-30
2023-05-04,SQ,0.4,0.31,amc,4990131000.0,4593350000.0,2024-05-04,2023-03-31
2023-02-23,SQ,0.22,0.28,amc,4650902000.0,4598940000.0,2024-05-04,2022-12-31
2022-11-03,SQ,0.42,0.23,amc,4515541000.0,,2024-05-04,2022-09-30
2022-08-04,SQ,0.18,0.18,amc,4404499000.0,,2024-05-04,2022-06-30
2022-05-05,SQ,0.18,0.12,amc,3960645000.0,,2024-05-04,2022-03-31
2022-02-24,SQ,0.27,0.19,amc,4078534000.0,4058120000.0,2024-05-04,2021-12-31
2021-11-04,SQ,0.37,0.38,amc,3844727000.0,4613930000.0,2024-05-04,2021-09-30
2021-08-01,SQ,0.66,0.32,amc,4680672000.0,5048700000.0,2024-05-04,2021-06-30
2021-05-06,SQ,0.41,0.16,amc,5057270000.0,4693778718.0,2024-05-04,2021-03-31
2021-02-23,SQ,0.32,0.23,amc,3158970000.0,3158969998.0,2024-05-04,2020-12-31
2020-11-05,SQ,0.34,0.14,amc,3033874000.0,2111860729.0,2024-05-04,2020-09-30
2020-08-04,SQ,0.18,-0.07,amc,1923625000.0,534340277.0,2024-05-04,2020-06-30
2020-05-06,SQ,-0.02,0.13,amc,1381109000.0,8977208500.0,2024-05-04,2020-03-31
2020-02-26,SQ,0.23,0.2,amc,1313429000.0,1199217782.0,2024-05-04,2019-12-31
2019-11-06,SQ,0.25,0.2,amc,1266474000.0,1013179200.0,2024-05-04,2019-09-30
2019-08-01,SQ,0.21,0.16,amc,1174238000.0,950573619.0,2024-05-04,2019-06-30
2019-05-01,SQ,0.11,0.08,amc,959359000.0,697715636.0,2024-05-04,2019-03-31
2019-02-27,SQ,0.14,0.13,amc,932528000.0,932528000.0,2024-05-04,2018-12-31
2018-11-07,SQ,0.13,0.11,amc,882108000.0,746399076.0,2024-05-04,2018-09-30
2018-08-01,SQ,0.13,0.11,amc,814938000.0,752250461.0,2024-05-04,2018-06-30
2018-05-02,SQ,0.06,0.05,amc,668603000.0,668603000.0,2024-05-04,2018-03-31
2018-02-27,SQ,0.08,0.07,amc,616035000.0,539030625.0,2024-05-04,2017-12-31
2017-11-08,SQ,0.07,0.06,amc,585159000.0,417970714.0,2024-05-04,2017-09-30
2017-08-02,SQ,-0.04,-0.03192,amc,551505000.0,393932142.0,2024-05-04,2017-06-30
2017-05-03,SQ,0.05,-0.08,amc,461554000.0,646175600.0,2024-05-04,2017-03-31
2017-02-22,SQ,-0.04,-0.09,amc,451917000.0,1016813250.0,2024-05-04,2016-12-31
2016-11-01,SQ,-0.09,-0.11,amc,439002000.0,536558000.0,2024-05-04,2016-09-30
2016-08-03,SQ,-0.08,-0.11,amc,438533000.0,602982875.0,2024-05-04,2016-06-30
2016-05-05,SQ,-0.14,-0.13,amc,379269000.0,117704172.0,2024-05-04,2016-03-31
2016-03-09,SQ,-0.34,-0.14,amc,374360000.0,,2024-05-04,2015-12-31
2015-09-30,SQ,-0.16699,,amc,332188000.0,,2024-05-04,2015-09-30
2015-06-30,SQ,-0.10418,,amc,310013000.0,,2024-05-04,2015-06-30
2015-03-31,SQ,-0.16875,,amc,250557000.0,,2024-05-04,2015-03-31
2014-12-31,SQ,-0.13369,,amc,250894000.0,,2024-05-04,2014-12-31
2014-09-30,SQ,-0.1355,,amc,850192000.0,,2024-05-04,2014-09-30
2025-11-04,SRE,,,bmo,,,2024-12-09,2025-09-30
2025-08-04,SRE,,,bmo,,,2024-12-09,2025-06-30
2025-05-05,SRE,,,bmo,,,2024-12-09,2025-03-30
2025-02-25,SRE,,1.47,bmo,,4470169380.0,2024-12-09,2024-12-30
2024-11-06,SRE,0.89,1.05,bmo,2776000000.0,3539829351.0,2024-12-09,2024-09-30
2024-08-06,SRE,0.89,0.94,bmo,2972000000.0,3455178459.0,2024-11-21,2024-06-30
2024-05-07,SRE,1.34,1.34,bmo,3564000000.0,5576688016.0,2024-11-21,2024-03-31
2024-02-27,SRE,1.13,1.12,bmo,3358000000.0,4014960129.0,2024-11-21,2023-12-31
2023-11-03,SRE,1.08,1.01,bmo,3334000000.0,3996570000.0,2024-11-21,2023-09-30
2023-08-03,SRE,0.94,0.86,bmo,3335000000.0,3538000000.0,2024-11-21,2023-06-30
2023-05-04,SRE,1.46,1.38,bmo,6560000000.0,3947280000.0,2024-11-21,2023-03-31
2023-02-28,SRE,1.18,1.03,bmo,3455000000.0,3785531159.0,2024-11-21,2022-12-31
2022-11-03,SRE,0.99,0.9,bmo,3617000000.0,3364201693.0,2024-11-21,2022-09-30
2022-08-04,SRE,0.99,0.91,bmo,3547000000.0,2996992868.0,2024-11-21,2022-06-30
2022-05-05,SRE,1.46,1.43,bmo,3820000000.0,3390302747.0,2024-11-21,2022-03-31
2022-02-25,SRE,1.08,1.01,bmo,3844000000.0,3551769733.0,2024-11-21,2021-12-31
2021-11-05,SRE,0.85,0.85,bmo,3013000000.0,3595270000.0,2024-11-21,2021-09-30
2021-08-05,SRE,0.82,0.8,bmo,2741000000.0,2741000000.0,2024-11-21,2021-06-30
2021-05-05,SRE,1.48,1.39,bmo,3259000000.0,3100240000.0,2024-11-21,2021-03-31
2021-02-25,SRE,0.95,0.78,bmo,3171000000.0,2479884615.0,2024-11-21,2020-12-31
2020-11-05,SRE,0.66,0.74,bmo,2644000000.0,3067847328.0,2024-11-21,2020-09-30
2020-08-05,SRE,0.83,0.83,bmo,2526000000.0,2284545454.0,2024-11-21,2020-06-30
2020-05-04,SRE,1.54,1.16,bmo,3029000000.0,2185155844.0,2024-11-21,2020-03-31
2020-02-27,SRE,0.78,0.66,bmo,2943000000.0,2807225806.0,2024-11-21,2019-12-31
2019-11-01,SRE,0.75,0.75,bmo,2758000000.0,2710680000.0,2024-11-21,2019-09-30
2019-08-02,SRE,0.55,0.6,bmo,2230000000.0,2333709090.0,2024-11-21,2019-06-30
2019-05-07,SRE,0.96,0.85,bmo,2898000000.0,2535750000.0,2024-11-21,2019-03-31
2019-02-26,SRE,0.78,0.74,bmo,3221000000.0,2620512820.0,2024-11-21,2018-12-31
2018-11-07,SRE,0.62,0.57,bmo,2940000000.0,2692707317.0,2024-11-21,2018-09-30
2018-08-06,SRE,0.68,0.59,bmo,2564000000.0,1917222222.0,2024-11-21,2018-06-30
2018-05-07,SRE,0.72,0.84,bmo,2962000000.0,2883146853.0,2024-11-21,2018-03-31
2018-02-27,SRE,0.77,0.7,bmo,2964000000.0,2674422077.0,2024-11-21,2017-12-31
2017-10-30,SRE,0.52,0.52,bmo,2679000000.0,2701730769.0,2024-11-21,2017-09-30
2017-08-04,SRE,0.55,0.4,bmo,2533000000.0,1967836363.0,2024-11-21,2017-06-30
2017-05-09,SRE,0.87,0.8,bmo,3031000000.0,2922500000.0,2024-11-21,2017-03-31
2017-02-28,SRE,0.76,0.71,bmo,2870000000.0,2856486842.0,2024-11-21,2016-12-31
2016-11-02,SRE,0.51,0.49,bmo,2535000000.0,2388705882.0,2024-11-21,2016-09-30
2016-08-04,SRE,0.4,0.5,bmo,2156000000.0,2617772151.0,2024-11-21,2016-06-30
2016-05-04,SRE,0.74,0.82,bmo,2622000000.0,2962027210.0,2024-11-21,2016-03-31
2016-02-26,SRE,0.74,0.66,bmo,2701000000.0,2417306122.0,2024-11-21,2015-12-31
2015-11-03,SRE,0.5,0.42,bmo,2481000000.0,2164800000.0,2024-11-21,2015-09-30
2015-08-04,SRE,0.52,0.48,bmo,2367000000.0,2289320388.0,2024-11-21,2015-06-30
2015-05-05,SRE,0.86,0.7,bmo,2682000000.0,2162000000.0,2024-11-21,2015-03-31
2015-02-26,SRE,0.62,0.55,bmo,2747000000.0,2398829268.0,2024-11-21,2014-12-31
2014-11-04,SRE,0.7,0.62,bmo,2815000000.0,2508546762.0,2024-11-21,2014-09-30
2014-08-07,SRE,0.54,0.56,bmo,2678000000.0,2797796296.0,2024-11-21,2014-06-30
2014-05-02,SRE,0.52,0.47,bmo,2795000000.0,2582524271.0,2024-11-21,2014-03-31
2014-02-27,SRE,0.57,0.49,bmo,2705000000.0,2345929203.0,2024-11-21,2013-12-31
2013-11-05,SRE,0.6,0.6,bmo,2551000000.0,2614285714.0,2024-11-21,2013-09-30
2013-08-06,SRE,0.53,0.68,bmo,2651000000.0,3312788461.0,2024-11-21,2013-06-30
2023-12-30,SREA,1.18,,bmo,3358000000.0,,2024-03-13,2023-12-31
2023-09-29,SREA,1.36,,bmo,3334000000.0,,2023-12-28,2023-09-30
2023-03-30,SREA,0.00372,,bmo,6560000000.0,,2023-06-30,2023-03-31
2022-12-30,SREA,9e-05,,bmo,3455000000.0,,2023-05-17,2022-12-31
2025-11-10,SU,,,amc,,,2024-12-09,2025-09-30
2025-08-04,SU,,,amc,,,2024-12-09,2025-06-30
2025-05-05,SU,,,amc,,,2024-12-09,2025-03-30
2025-02-19,SU,,0.74,amc,,13101280290.0,2024-12-09,2024-12-30
2024-11-12,SU,1.08,0.88,amc,10246177350.0,13101280290.0,2024-12-09,2024-09-30
2024-08-06,SU,0.93,0.76,amc,9427272380.0,9416920000.0,2024-11-05,2024-06-30
2024-05-07,SU,1.05,0.9,amc,9797802000.0,9472630000.0,2024-11-05,2024-03-31
2024-02-21,SU,0.93,0.79,amc,9644978400.0,10187200000.0,2024-11-05,2023-12-31
2023-11-08,SU,1.13,0.88,bmo,10270213080.0,8786840000.0,2024-11-05,2023-09-30
2023-08-14,SU,0.71,0.59,amc,8846516846.0,8621110000.0,2024-11-05,2023-06-30
2023-05-08,SU,1.01,0.93,amc,9069253440.0,8808980000.0,2024-11-05,2023-03-31
2023-02-14,SU,1.33,1.26,amc,10374204800.0,10663000000.0,2024-11-05,2022-12-31
2022-11-02,SU,1.44,1.4,amc,10912532213.0,,2024-11-05,2022-09-30
2022-08-04,SU,2.71,2.51,amc,12526461033.0,,2024-11-05,2022-06-30
2022-05-09,SU,1.92,1.57,amc,10787756776.0,,2024-11-05,2022-03-31
2022-02-02,SU,0.89,0.94,amc,8743313376.0,9588310000.0,2024-11-05,2021-12-31
2021-10-27,SU,0.56,0.58,bmo,8002376000.0,7540020000.0,2024-11-05,2021-09-30
2021-07-28,SU,0.48,0.49,amc,7389114840.0,7540020000.0,2024-11-05,2021-06-30
2021-05-03,SU,0.49,0.29,amc,6905099190.0,6666369826.0,2024-11-05,2021-03-31
2021-02-03,SU,-0.07,-0.11,amc,5181860250.0,8755147058.0,2024-11-05,2020-12-31
2020-10-28,SU,0.15,-0.07,amc,4827469663.0,4338224996.0,2024-11-05,2020-09-30
2020-07-22,SU,-0.71,-0.44,amc,3117132465.0,2761795918.0,2024-11-05,2020-06-30
2020-05-05,SU,-0.15,-0.19,amc,5225609456.0,5912799999.0,2024-11-05,2020-03-31
2020-02-05,SU,0.39,0.5,amc,7360374000.0,12091274509.0,2024-11-05,2019-12-31
2019-10-30,SU,0.55,0.54,amc,7363049638.0,9803000000.0,2024-11-05,2019-09-30
2019-07-24,SU,0.6,0.69,amc,7670224665.0,11329875000.0,2024-11-05,2019-06-30
2019-05-01,SU,0.58,0.39,amc,6710106368.0,6183103896.0,2024-11-05,2019-03-31
2019-02-05,SU,0.27,0.38,amc,6938729820.0,10701250000.0,2024-11-05,2018-12-31
2018-10-31,SU,0.73,0.71,amc,8364447110.0,11298958333.0,2024-11-05,2018-09-30
2018-07-25,SU,0.57,0.57,amc,7795026140.0,9902602739.0,2024-11-05,2018-06-30
2018-05-01,SU,0.48,0.45,amc,6826569910.0,7779516666.0,2024-11-05,2018-03-31
2018-02-08,SU,0.79,0.71,amc,7370933035.0,8064341772.0,2024-11-05,2017-12-31
2017-10-25,SU,0.52,0.35,amc,6415420000.0,5359711538.0,2024-11-05,2017-09-30
2017-07-26,SU,0.09,0.14,amc,5558654331.0,13859416666.0,2024-11-05,2017-06-30
2017-04-26,SU,0.37,0.23,amc,5856659250.0,4926469387.0,2024-11-05,2017-03-31
2017-02-08,SU,0.29,0.21,amc,5872383032.0,3094736842.0,2024-11-05,2016-12-31
2016-10-26,SU,0.16,-0.08,amc,5638372483.0,6112424999.0,2024-11-05,2016-09-30
2016-07-27,SU,-0.28,-0.25,amc,4568781846.0,4599777777.0,2024-11-05,2016-06-30
2016-04-27,SU,-0.24,-0.17,bmo,4335993593.0,4275757575.0,2024-11-05,2016-03-31
2016-02-03,SU,0.02,0.13,amc,4722015600.0,42243500000.0,2024-11-05,2015-12-31
2015-10-28,SU,0.21,0.13,amc,5648630100.0,4811785714.0,2024-11-05,2015-09-30
2015-07-29,SU,0.51,0.25,amc,6441717675.0,7131643615.0,2024-11-05,2015-06-30
2015-04-29,SU,0.1,0.1,amc,5673935455.0,7723083333.0,2024-11-05,2015-03-31
2015-02-04,SU,0.22,0.48,amc,8330974472.0,11123750000.0,2024-11-05,2014-12-31
2014-10-29,SU,0.79,0.79,amc,9101503583.0,8231460674.0,2024-11-05,2014-09-30
2014-07-30,SU,0.71,0.92,amc,9804371860.0,13566233766.0,2024-11-05,2014-06-30
2014-04-28,SU,1.11,0.87,amc,9387760896.0,7798885245.0,2024-11-05,2014-03-31
2014-02-03,SU,0.59,0.81,amc,10105998797.0,11823746835.0,2024-11-05,2013-12-31
2013-10-30,SU,0.95,0.81,amc,9961647493.0,8771873684.0,2024-11-05,2013-09-30
2013-07-31,SU,0.6,0.67,amc,9191617440.0,9803612903.0,2024-11-05,2013-06-30
2025-10-27,SYK,,,amc,,,2024-12-09,2025-09-30
2025-07-28,SYK,,,amc,,,2024-12-09,2025-06-30
2025-04-28,SYK,,,amc,,,2024-12-09,2025-03-30
2025-02-04,SYK,,3.87,amc,,,2024-12-09,2024-12-30
2024-10-29,SYK,2.87,2.77,amc,5494000000.0,5372588781.0,2024-12-09,2024-09-30
2024-07-30,SYK,2.81,2.79,amc,5422000000.0,5404883627.0,2024-11-21,2024-06-30
2024-04-30,SYK,2.5,2.35,amc,5243000000.0,5104534155.0,2024-11-21,2024-03-31
2024-01-30,SYK,3.46,3.27,amc,5815000000.0,5597560000.0,2024-11-21,2023-12-31
2023-11-02,SYK,2.46,2.44,amc,4909000000.0,4862040000.0,2024-11-21,2023-09-30
2023-08-03,SYK,2.54,2.38,amc,4996000000.0,4824890000.0,2024-11-21,2023-06-30
2023-05-01,SYK,2.14,2.0,amc,4778000000.0,4560260000.0,2024-11-21,2023-03-31
2023-01-31,SYK,3.0,2.84,amc,5202000000.0,4964107702.0,2024-11-21,2022-12-31
2022-10-31,SYK,2.12,2.23,amc,4479000000.0,4467121048.0,2024-11-21,2022-09-30
2022-07-26,SYK,2.25,2.27,amc,4493000000.0,4528332623.0,2024-11-21,2022-06-30
2022-04-28,SYK,1.97,1.93,amc,4275000000.0,4184710826.0,2024-11-21,2022-03-31
2022-01-27,SYK,2.71,2.72,amc,4701000000.0,4649911853.0,2024-11-21,2021-12-31
2021-10-28,SYK,2.2,2.28,amc,4160000000.0,4273400000.0,2024-11-21,2021-09-30
2021-07-27,SYK,2.25,2.12,amc,4294000000.0,4283600000.0,2024-11-21,2021-06-30
2021-04-27,SYK,1.93,1.98,amc,3953000000.0,3967080000.0,2024-11-21,2021-03-31
2021-01-27,SYK,2.81,2.55,amc,4262000000.0,3827443137.0,2024-11-21,2020-12-31
2020-10-29,SYK,2.14,1.41,amc,3737000000.0,2462228971.0,2024-11-21,2020-09-30
2020-07-30,SYK,0.64,0.62,amc,2764000000.0,2375312500.0,2024-11-21,2020-06-30
2020-04-30,SYK,1.84,1.69,amc,3588000000.0,3295500000.0,2024-11-21,2020-03-31
2020-01-28,SYK,2.49,2.46,amc,4131000000.0,4081228915.0,2024-11-21,2019-12-31
2019-10-29,SYK,1.91,1.91,amc,3587000000.0,3568219895.0,2024-11-21,2019-09-30
2019-07-25,SYK,1.98,1.93,amc,3650000000.0,3576262626.0,2024-11-21,2019-06-30
2019-04-23,SYK,1.88,1.84,amc,3516000000.0,3441191489.0,2024-11-21,2019-03-31
2019-01-29,SYK,2.18,2.15,amc,3796000000.0,3743761467.0,2024-11-21,2018-12-31
