symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
WDAY,2020-10-31,210.12,238059000,50020957080.0,1067038000,2229680000,51183599080
WDAY,2020-07-31,180.92,236002000,42697481840.0,1239696000,2136909000,43594694840
WDAY,2020-04-30,153.9,232939000,35849312100.0,1214213000,2099867000,36734966100
WDAY,2020-01-31,184.63,230491000,42555553330.0,731141000,1569858000,43394270330
WDAY,2019-10-31,162.16,228461000,37047235760.0,912748000,1552347000,37686834760
WDAY,2019-07-31,199.98,226392000,45273872160.0,619514000,1542606000,46196964160
WDAY,2019-04-30,205.63,223309000,45919029670.0,781772000,1529059000,46666316670
WDAY,2019-01-31,181.53,220351000,40000317030.0,638554000,1204778000,40566541030
WDAY,2018-10-31,133.02,217694000,28957655880.000004,540430000,1190823000,29608048880
WDAY,2018-07-31,124.02,215932000,26779886640.0,1693743000,1177009000,26263152640
WDAY,2018-04-30,124.84,213055000,26597786200.0,1036045000,1509493000,27071234200
WDAY,2018-01-31,119.89,210909000,25285880010.0,1134355000,1491354000,25642879010
WDAY,2017-10-31,110.99,209188000,23217776120.0,1336984000,1473430000,23354222120
WDAY,2017-07-31,102.11,207028000,21139629080.0,748599000,548460000,20939490080
WDAY,2017-04-30,88.65,203818000,18068465700.0,498931000,541393000,18110927700
WDAY,2017-01-31,83.09,201530000,16745127700.0,539923000,534423000,16739627700
WDAY,2016-10-31,86.68,199479000,17290839720.0,386557000,527547000,17431829720
WDAY,2016-07-31,82.74,197223000,16318231019.999998,405529000,520765000,16433467019
WDAY,2016-04-30,74.98,194529000,14585784420.0,404604000,514075000,14695255420
WDAY,2016-01-31,64.84,192485000,12480727400.0,300087000,507476000,12688116400
WDAY,2015-10-31,78.97,190727000,15061711190.0,219893000,508027000,15349845190
WDAY,2015-07-31,84.33,189360000,15968728800.0,230578000,502788000,16240938800
WDAY,2015-04-30,91.21,187390000,17091841899.999998,270484000,497989000,17319346900
WDAY,2015-01-31,79.46,185696000,14755404159.999998,298192000,493708000,14950920159
WMB,2024-09-30,45.65,1219537000,55671864050.0,762000000,27109000000,82018864050
WMB,2024-06-30,42.39,1219367000,51688967130.0,55000000,26262000000,77895967130
WMB,2024-03-31,38.87,1218155000,47349684850.0,667000000,26887000000,73569684850
WMB,2023-12-31,34.83,1217000000,42388110000.0,2150000000,26438000000,66676110000
WMB,2023-09-30,33.69,1216951000,40999079190.0,2074000000,25651000000,64576079190
WMB,2023-06-30,32.63,1217673000,39732669990.0,551000000,24409000000,63590669990
WMB,2023-03-31,29.86,1219465000,36413224900.0,477000000,24412000000,60348224900
WMB,2022-12-31,32.9,1218000000,40072200000.0,152000000,22904000000,62824200000
WMB,2022-09-30,28.63,1218964000,34898939320.0,859000000,23407000000,57446939320
WMB,2022-06-30,31.21,1218678000,38034940380.0,133000000,22715000000,60616940380
WMB,2022-03-31,33.41,1216940000,40657965399.99999,604000000,22426000000,62479965399
WMB,2021-12-31,26.04,1215434000,31649901360.0,1680000000,23675000000,53644901360
WMB,2021-09-30,25.94,1215434000,31528357960.0,214000000,22362000000,53676357960
WMB,2021-06-30,26.55,1215250000,32264887500.0,1201000000,23234000000,54297887500
WMB,2021-03-31,23.69,1214646000,28774963740.0,1126000000,23234000000,50882963740
WMB,2020-12-31,20.05,1214646000,24353652300.0,142000000,22344000000,46555652300
WMB,2020-09-30,19.65,1213912000,23853370800.0,70000000,22383000000,46166370800
WMB,2020-06-30,19.02,1213601000,23082691020.0,1133000000,22949000000,44898691020
WMB,2020-03-31,14.15,1204651162,17045813942.300001,400000000,22476000000,39121813942
WMB,2019-12-31,23.72,1212334000,28756562480.0,289000000,22288000000,50755562480
WMB,2019-09-30,24.06,1212270000,29167216200.0,247000000,22257000000,51177216200
WMB,2019-06-30,28.06,1212045000,34009982700.0,806000000,22274000000,55477982700
WMB,2019-03-31,29.27,1211489000,35460283030.0,43000000,23278000000,58695283030
WMB,2018-12-31,22.05,1210564000,26692936200.0,168000000,22414000000,48938936200
WMB,2018-09-30,27.66,1023587000,28312416420.0,42000000,22265000000,50535416420
WMB,2018-06-30,27.11,827868000,22443501480.0,275000000,21315000000,43483501480
WMB,2018-03-31,24.86,827509000,20571873740.0,1292000000,21880000000,41159873740
WMB,2017-12-31,30.49,826000000,25184740000.0,899000000,20935000000,45220740000
WMB,2017-09-30,30.01,826000000,24788260000.0,1172000000,21069000000,44685260000
WMB,2017-06-30,30.28,826000000,25011280000.0,1918000000,23276000000,46369280000
WMB,2017-03-31,29.59,824548000,24398375320.0,639000000,21825000000,45584375320
WMB,2016-12-31,31.14,750000000,23355000000.0,170000000,23502000000,46687000000
WMB,2016-09-30,30.73,750754000,23070670420.0,77000000,24719000000,47712670420
WMB,2016-06-30,21.63,750000000,16222500000.0,135000000,25376000000,41463500000
WMB,2016-03-31,16.07,750000000,12052500000.0,164000000,24812000000,36700500000
WMB,2015-12-31,25.7,749000000,19249300000.0,100000000,24487000000,43636300000
WMB,2015-09-30,36.85,749000000,27600650000.0,125000000,23712000000,51187650000
WMB,2015-06-30,57.39,749000000,42985110000.0,204000000,23406000000,66187110000
WMB,2015-03-31,50.59,748000000,37841320000.0,341000000,22491000000,59991320000
WMB,2014-12-31,44.94,747000000,33570180000.0,240000000,21690000000,55020180000
CNI,2024-09-30,158.4395175,635000000,100609093612.5,273000000,20935000000,121271093612
CNI,2024-06-30,159.58874469999998,635000000,101338852884.49998,784000000,20758000000,121312852884
CNI,2024-03-31,178.47395520000003,640700000,114348263096.64001,1165148250,27098831250,140281946096
CNI,2023-12-31,166.3240696,646400000,107511878589.44,475000000,18888000000,125924878589
CNI,2023-09-30,147.0861408,654300000,96238461925.44,491000000,18691000000,114438461925
CNI,2023-06-30,160.308787,661600000,106060293479.2,539000000,17233000000,122754293479
CNI,2023-03-31,159.4411738,668300000,106554536450.54001,484000000,16968000000,123038536450
CNI,2022-12-31,160.981352,674900000,108646314464.79999,328000000,15770000000,124088314464
CNI,2022-09-30,149.317773,682300000,101879516517.9,403000000,15749000000,117225516517
CNI,2022-06-30,144.7758828,690000000,99895359132.0,465000000,14684000000,114114359132
CNI,2022-03-31,167.7165834,698400000,117133261846.56,490000000,13705000000,130348261846
CNI,2021-12-31,155.3036402,705300000,109535657433.06,838000000,12807000000,121504657433
CNI,2021-09-30,146.59331400000002,708700000,103890681631.80002,2194000000,13877000000,115573681631
CNI,2021-06-30,130.79415039999998,709000000,92733052633.59999,569000000,14003000000,106167052633
CNI,2021-03-31,145.6894368,711000000,103585189564.8,518000000,13217000000,116284189564
CNI,2020-12-31,140.12466,711200000,99656658192.0,569000000,13217000000,112304658192
CNI,2020-09-30,141.76320059999998,711000000,100793635626.59998,285000000,14108000000,114616635626
CNI,2020-06-30,120.22491799999999,710700000,85443849222.59999,375000000,14498000000,99566849222
CNI,2020-03-31,109.1353592,712300000,77737116358.16,488000000,15656000000,92905116358
CNI,2019-12-31,117.36158850000001,715200000,83937008095.20001,64000000,14297000000,98170008095
CNI,2019-09-30,118.9755386,718200000,85448231822.51999,258000000,14172000000,99362231822
CNI,2019-06-30,124.1632644,721800000,89621044243.92,128000000,13761000000,103254044243
CNI,2019-03-31,120.6491288,725200000,87494748205.76,339000000,13858000000,101013748205
CNI,2018-12-31,101.13124710000001,728400000,73664000387.64001,266000000,12569000000,85967000387
CNI,2018-09-30,117.10442200000001,732700000,85802409999.40001,317000000,11894000000,97379409999
CNI,2018-06-30,107.36391,736000000,79019837760.0,394000000,11874000000,90499837760
CNI,2018-03-31,93.94298899999998,741200000,69630543446.79999,242000000,11912000000,81300543446
CNI,2017-12-31,104.7729024,746200000,78181539770.88,70000000,10828000000,88939539770
CNI,2017-09-30,103.25926899999999,751100000,77558036945.9,109000000,10414000000,87863036945
CNI,2017-06-30,105.05863099999999,756100000,79434830899.09999,131000000,10557000000,89860830899
CNI,2017-03-31,98.45701680000002,761300000,74955326889.84001,265000000,10924000000,85614326889
CNI,2016-12-31,90.55055200000001,766700000,69425108218.40001,176000000,10937000000,80186108218
CNI,2016-09-30,85.823766,772300000,66281694481.8,215000000,10693000000,76759694481
CNI,2016-06-30,76.32796280000001,778900000,59451850224.920006,160000000,10322000000,69613850224
CNI,2016-03-31,81.21486420000001,786100000,63843004747.62,188000000,10128000000,73783004747
CNI,2015-12-31,77.26695240000001,792400000,61226333081.76001,153000000,10427000000,71500333081
CNI,2015-09-30,75.5600472,797600000,60266693646.72,537000000,10486000000,70215693646
CNI,2015-06-30,72.1199325,803500000,57948365763.75,86000000,9344000000,67206365763
CNI,2015-03-31,84.81456450000002,809400000,68648908506.30001,178000000,9403000000,77873908506
CNI,2014-12-31,80.02725029999999,813000000,65062154493.899994,52000000,8409000000,73419154493
GSK,2024-09-30,30.5606616,2040000000,62343749664.0,3192000000,0,59151749664
GSK,2024-06-30,30.3205838,2039500000,61838830660.100006,2962000000,16943000000,75819830660
GSK,2024-03-31,33.793893,2034500000,68753675308.5,2790000000,17772000000,83735675308
GSK,2023-12-31,29.140278000000002,2028130308,59100280995.34563,2936000000,18018000000,74182280995
GSK,2023-09-30,29.714125,2027500000,60245388437.5,3177000000,20836000000,77904388437
GSK,2023-06-30,28.0643616,2026500000,56872428782.4,3140000000,21474000000,75206428782
GSK,2023-03-31,28.8450618,2022000000,58324714959.6,2890000000,20905000000,76339714959
GSK,2022-12-31,29.0498866,2017000000,58593621272.200005,3723000000,20987000000,75857621272
GSK,2022-09-30,26.3527992,2015000000,53100890388.0,3606000000,22115000000,71609890388
GSK,2022-06-30,35.7498831,2012500000,71946639738.75,6465000000,22111000000,87592639738
GSK,2022-03-31,33.1530804,2008000000,66571385443.2,10967000000,33328000000,88932385443
GSK,2021-12-31,32.582844,2003200000,65269953100.8,4274000000,24173000000,85168953100
GSK,2021-09-30,28.3510558,2002800000,56781494556.240005,3453000000,25605000000,78933494556
GSK,2021-06-30,28.793841999999998,2001600000,57633754147.2,3503000000,25483000000,79613754147
GSK,2021-03-31,25.896663999999998,1997200000,51720817340.799995,4757000000,26219000000,73182817340
GSK,2020-12-31,26.934287999999995,1992400000,53663875411.19999,6292000000,27150000000,74521875411
GSK,2020-09-30,29.1337364,1992000000,58034402908.8,4283000000,28248000000,81999402908
GSK,2020-06-30,32.892240199999996,1990800000,65481871790.159996,8166000000,31690000000,89005871790
GSK,2020-03-31,30.471138,1986000000,60515680068.0,4769000000,32006000000,87752680068
GSK,2019-12-31,35.433279399999996,1981200000,70200413147.28,4707000000,30508000000,96001413147
GSK,2019-09-30,34.7184728,1980400000,68756463533.12,4305000000,33049000000,97500463533
GSK,2019-06-30,31.984173000000002,1978800000,63290281532.4,4123000000,33460000000,92627281532
GSK,2019-03-31,32.030641,1974400000,63241297590.40001,4132000000,31757000000,90866297590
GSK,2018-12-31,29.952054800000003,1968000000,58945643846.4,3874000000,26064000000,81135643846
GSK,2018-09-30,30.724357499999996,1966800000,60428666330.99999,3793000000,27710000000,84345666331
GSK,2018-06-30,30.5235382,1965600000,59997066685.92,4046000000,28062000000,84013066685
GSK,2018-03-31,27.718309500000004,1961200000,54361148591.40001,4004000000,17457000000,67814148591
GSK,2017-12-31,27.3352167,1956400000,53478617951.88,3833000000,17089000000,66734617951
GSK,2017-09-30,30.303839999999997,1956000000,59274311039.99999,4743000000,19034000000,73565311040
GSK,2017-06-30,33.101068,1954800000,64705967726.399994,3986000000,18871000000,79590967726
GSK,2017-03-31,33.607000799999994,1950800000,65560537160.63999,4509000000,18340000000,79391537160
GSK,2016-12-31,31.1950255,1946800000,60730475643.4,4897000000,18790000000,74623475643
GSK,2016-09-30,33.231233700000004,1946000000,64667980780.200005,4614000000,19362000000,79415980780
GSK,2016-06-30,32.61681720000001,1943600000,63394045909.92001,4590000000,19583000000,78387045909
GSK,2016-03-31,28.2280715,1938800000,54728585024.2,4410000000,16982000000,67300585024
GSK,2015-12-31,27.381913500000003,1935200000,52989479005.200005,5830000000,16632000000,63791479005
GSK,2015-09-30,25.420833,1934000000,49163891022.0,5908000000,16530000000,59785891022
GSK,2015-06-30,26.505226999999998,1932800000,51229302745.6,7546000000,17168000000,60851302745
GSK,2015-03-31,31.11433,1928000000,59988428240.0,10290000000,18461000000,68159428240
GSK,2014-12-31,27.426258000000004,1923600000,52757149888.80001,4338000000,18784000000,67203149888
BMO,2024-07-31,116.442864,752016129,87566911834.95346,74676000000,253515000000,266405911834
BMO,2024-04-30,123.0642028,728348000,89633565980.9744,84216000000,160945000000,166362565980
BMO,2024-01-31,126.5223538,723751000,91570680085.1038,78862000000,147282000000,159990680085
BMO,2023-10-31,104.81278149999999,719200000,75381352454.79999,82059000000,248735000000,242057352454
BMO,2023-07-31,122.55683400000001,715432000,87681080862.28801,85920000000,238553000000,240314080862
BMO,2023-04-30,121.6811595,711624000,86591233448.028,73770000000,231864000000,244685233448
BMO,2023-01-31,133.8894432,691259000,92552282616.98878,108422000000,248114000000,232244282616
BMO,2022-10-31,125.449792,676100000,84816604371.2,93200000000,222641000000,214257604371
BMO,2022-07-31,126.90759480000001,673301000,85447010486.43481,76903000000,259203000000,267747010486
BMO,2022-04-30,136.3345676,658005000,89708827153.63802,77990000000,206092000000,217810827153
BMO,2022-01-31,143.7974536,648359000,93232373218.64241,58696000000,195147000000,229683373218
BMO,2021-10-31,135.5106975,666358025,90298640752.47243,101564000000,189808000000,178542640752
BMO,2021-07-31,124.31593,647178000,80454534945.54,92618000000,185051000000,172887534945
BMO,2021-04-30,115.8325388,646734000,74912841148.27919,107548000000,176914000000,144278841148
BMO,2021-01-31,95.67030480000001,646511000,61851904426.55281,81467000000,190430000000,170814904426
BMO,2020-10-31,79.1872785,647977396,51311566518.75679,66443000000,187014000000,171882566518
BMO,2020-07-31,74.4312224,641300000,47732742925.119995,84954000000,183213000000,145991742925
BMO,2020-04-30,70.977505,639629000,45399270545.645,79280000000,199012000000,165131270545
BMO,2020-01-31,100.88707860000001,639448000,64512040636.61281,52890000000,189614000000,201236040636
BMO,2019-10-31,97.3989562,667039106,64968912668.981155,56790000000,185881000000,194059912668
BMO,2019-07-31,98.68037480000001,638900000,63046891459.72001,45837000000,198135000000,215344891459
BMO,2019-04-30,105.725036,638574000,67513259138.664,43357000000,180392000000,204548259138
BMO,2019-01-31,96.0494327,638927000,61368575886.7129,48079000000,190172000000,203461575886
BMO,2018-10-31,98.32869139999998,656976744,64599663517.75279,50447000000,31833000000,45985663517
BMO,2018-07-31,103.10760400000001,640400000,66030109601.600006,48709000000,29163000000,46484109601
BMO,2018-04-30,97.5131025,643734000,62772499524.735,43559000000,29192000000,48405499524
BMO,2018-01-31,101.3408951,647670000,65635457529.417,47899000000,29966000000,47702457529
BMO,2017-10-31,98.7250087,674175824,66558014089.72967,39089000000,28083000000,55552014089
BMO,2017-07-31,94.6774143,651599000,61691708480.4657,38481000000,26752000000,49962708480
BMO,2017-04-30,96.4744605,651098000,62814328282.629005,41888000000,26580000000,47506328282
BMO,2017-01-31,98.52925139999999,647744000,63821731418.8416,39967000000,26164000000,50018731418
BMO,2016-10-31,85.27106400000001,662068966,56455325172.19983,36102000000,4439000000,24792325172
BMO,2016-07-31,83.15709520000001,644372000,53584103748.21441,44234000000,4461000000,13811103748
BMO,2016-04-30,81.77645159999999,643382000,52613496983.311195,43497000000,4643000000,13759496983
BMO,2016-01-31,74.33004799999999,642978000,47792585602.94399,46394000000,5250000000,6648585602
BMO,2015-10-31,75.9329244,645767095,49034984004.642624,47677000000,151805000000,153162984004
BMO,2015-07-31,73.1092472,643451000,47042218220.0872,56744000000,4433000000,-5268781779
BMO,2015-04-30,78.84322,645504000,50893613882.880005,47659000000,4435000000,7669613882
BMO,2015-01-31,73.09731599999999,648325000,47390817395.7,50759000000,4964000000,1595817395
BMO,2014-10-31,81.79914600000001,673248408,55071144820.259575,34496000000,27378000000,47953144820
CSX,2024-09-30,34.53,1936000000,66850080000.0,1644000000,19035000000,84241080000
CSX,2024-06-30,33.59,1944000000,65298960000.00001,1238000000,19008000000,83068960000
CSX,2024-03-31,36.78,1958000000,72015240000.0,1483000000,19002000000,89534240000
CSX,2023-12-31,34.67,1964567672,68111561188.240005,1353000000,19092000000,85850561188
CSX,2023-09-30,30.75,1994000000,61315500000.0,1360000000,18949000000,78904500000
CSX,2023-06-30,34.1,2020000000,68882000000.0,956000000,17908000000,85834000000
CSX,2023-03-31,29.94,2054000000,61496760000.0,1291000000,17922000000,78127760000
CSX,2022-12-31,30.98,2076435616,64327975383.68,1958000000,18047000000,80416975383
CSX,2022-09-30,26.64,2122000000,56530080000.0,2311000000,18050000000,72269080000
CSX,2022-06-30,29.06,2158000000,62711480000.0,724000000,16210000000,78197480000
CSX,2022-03-31,37.45,2188000000,81940600000.0,1936000000,16336000000,96340600000
CSX,2021-12-31,37.6,2202000000,82795200000.0,2239000000,16366000000,96922200000
CSX,2021-09-30,29.74,2237000000,66528380000.0,2179000000,16393000000,80742380000
CSX,2021-06-30,32.08,2270000000,72821600000.0,2986000000,16351000000,86186600000
CSX,2021-03-31,32.14,2282000000,73343480000.0,2955000000,16347000000,86735480000
CSX,2020-12-31,30.25,2289000000,69242250000.0,3129000000,16705000000,82818250000
CSX,2020-09-30,25.89,2295000000,59417550000.0,2898000000,16492000000,73011550000
CSX,2020-06-30,23.25,2297000000,53405250000.0,2391000000,16506000000,67520250000
CSX,2020-03-31,19.1,2316000000,44235600000.0,1995000000,16732000000,58972600000
CSX,2019-12-31,24.12,2319000000,55934280000.0,958000000,16238000000,71214280000
CSX,2019-09-30,23.09,2347009638,54192452541.42,1521000000,16737000000,69408452541
