symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
AMGN,2021-09-30,212.65,567000000,120572550000.0,11969000000,37579000000,146182550000
AMGN,2021-06-30,243.75,573000000,139668750000.0,6630000000,32782000000,165820750000
AMGN,2021-03-31,248.81,577000000,143563370000.0,6112000000,32685000000,170136370000
AMGN,2020-12-31,229.92,581000000,133583520000.0,6266000000,32986000000,160303520000
AMGN,2020-09-30,254.16,585000000,148683600000.0,9087000000,34287000000,173883600000
AMGN,2020-06-30,235.86,588000000,138685680000.0,9145000000,34224000000,163764680000
AMGN,2020-03-31,202.73,590000000,119610700000.0,7687000000,31848000000,143771700000
AMGN,2019-12-31,241.07,593000000,142954510000.0,6037000000,29903000000,166820510000
AMGN,2019-09-30,193.51,599000000,115912490000.0,11415000000,29791000000,134288490000
AMGN,2019-06-30,186.35,607000000,113114450000.0,5525000000,30614000000,138203450000
AMGN,2019-03-31,191.77,622000000,119280940000.0,7358000000,33024000000,144946940000
AMGN,2018-12-31,194.67,635000000,123615449999.99998,6945000000,33929000000,150599450000
AMGN,2018-09-30,206.91,645000000,133456950000.0,11956000000,34427000000,155927950000
AMGN,2018-06-30,184.59,656000000,121091040000.0,10131000000,34497000000,145457040000
AMGN,2018-03-31,170.48,707000000,120529360000.0,9741000000,35541000000,146329360000
AMGN,2017-12-31,173.9,723604719,125834860634.1,3800000000,35342000000,157376860634
AMGN,2017-09-30,186.45,728000000,135735599999.99998,3000000000,35776000000,168511600000
AMGN,2017-06-30,172.23,734000000,126416820000.0,2629000000,35062000000,158849820000
AMGN,2017-03-31,164.07,737000000,120919590000.0,3358000000,34092000000,151653590000
AMGN,2016-12-31,146.21,742000000,108487820000.0,3241000000,34596000000,139842820000
AMGN,2016-09-30,166.81,747000000,124607070000.0,3485000000,35323000000,156445070000
AMGN,2016-06-30,152.15,751000000,114264650000.0,2630000000,33222000000,144856650000
AMGN,2016-03-31,149.93,753000000,112897290000.0,2896000000,34307000000,144308290000
AMGN,2015-12-31,162.33,754000000,122396820000.00002,4144000000,31556000000,149808820000
AMGN,2015-09-30,138.32,757000000,104708240000.0,3226000000,31761000000,133243240000
AMGN,2015-06-30,153.52,760000000,116675200000.00002,3795000000,31952000000,144832200000
AMGN,2015-03-31,159.85,761000000,121645850000.0,2864000000,30341000000,149122850000
AMGN,2014-12-31,159.29,761000000,121219690000.0,3731000000,30715000000,148203690000
HDB,2024-06-30,5341.773499999999,7630778138,40761888441947.734,1911081500000,6733542300000,45584349241947
HDB,2024-03-31,4686.2082,2531951149,11865250236443.223,2288345100000,7306154600000,16883059736443
HDB,2023-12-31,5543.91654,2539789550,14080381294364.158,1859521300000,7996598500000,20217458494364
HDB,2023-09-30,4901.1345599999995,7600094936,37249087950110.586,1951313600000,7712272600000,43010046950110
HDB,2023-06-30,5717.491,1871747620,10701700171621.42,1640181900000,2635474700000,11696992971621
HDB,2023-03-31,5476.2738,1868939210,10234822829515.697,2363920200000,3241992800000,11112895429515
HDB,2022-12-31,5658.191099999999,1866302180,10559894384786.596,0,0,10559894384786
HDB,2022-09-30,4761.288420000001,1860714170,8859396830550.912,1013245400000,2393267300000,10239418730550
HDB,2022-06-30,4339.092000000001,1856416670,8055162721463.641,1172900400000,2169461400000,9051723721463
HDB,2022-03-31,4656.84823,5583267813,26000430832585.02,365945300000,2027620100000,27662105632585
HDB,2021-12-31,4845.372479999999,5574452631,27010299369310.99,1711600500000,2324725700000,27623424569310
HDB,2021-09-30,5421.085300000001,1859893520,10082641420837.258,757914400000,1615994800000,10940721820837
HDB,2021-06-30,5437.2032,1846641030,10040562517567.295,1223041900000,1725908000000,10543428617567
HDB,2021-03-31,5682.01353,1849792940,10510548512778.479,1041382800000,1484444300000,10953610012778
HDB,2020-12-31,5277.58136,1850069620,9763892941214.283,1068966100000,1621462400000,10316389241214
HDB,2020-09-30,3674.0584000000003,1834014350,6738275828338.041,558078600000,1282567400000,7462764628338
HDB,2020-06-30,3433.95748,1832603170,6293081363493.212,1104540200000,1596812300000,6785353463493
HDB,2020-03-31,2896.4226000000003,1839041120,5326640262297.3125,726744100000,1469551000000,6069447162297
HDB,2019-12-31,4521.38613,1836846520,8305092378466.768,1024061200000,1132772000000,8413803178466
HDB,2019-09-30,4029.9549499999994,1843468990,7429096981421.999,727055500000,1380683600000,8082725081421
HDB,2019-06-30,4510.88571,1836912620,8286102888076.659,841679300000,1008941200000,8453364788076
HDB,2019-03-31,3988.8035,1838746950,7334400269774.325,855413900000,1698611000000,8177597369774
HDB,2018-12-31,3603.208,1821256170,6562364801793.36,0,0,6562364801793
HDB,2018-09-30,3437.005526,1809068180,6217777331570.763,538491600000,1653766000000,7333051731570
HDB,2018-06-30,3594.288496,1751675770,6296028068832.942,514938600000,1210243100000,6991332568832
HDB,2018-03-31,3213.4933,1751452960,5628282352225.168,719031000000,1712108000000,6621359352225
HDB,2017-12-31,3258.24975,1751452960,5706671169056.76,400075100000,1038667800000,6345263869056
HDB,2017-09-30,3147.7707999999993,1736410150,5465821166993.619,581300600000,1466501000000,6351021566993
HDB,2017-06-30,2809.4539999999997,1736410150,4878364441558.1,569705900000,860117000000,5168775541558
HDB,2017-03-31,2436.7519,1728925440,4212962350878.3364,566712600000,1053186300000,4699436050878
HDB,2016-12-31,2060.3894,1728925440,3562259649966.336,541023200000,721211500000,3742447949966
HDB,2016-09-30,2392.4725000000003,1709008990,4088757010827.7754,524858400000,998282400000,4562181010827
HDB,2016-06-30,2237.9799000000003,1709008710,3824727141904.9297,402872200000,689000500000,4110855441904
HDB,2016-03-31,2040.9004,1704408840,3478528683319.536,531198300000,775875900000,3723206283319
HDB,2015-12-31,2038.3440000000003,1704408840,3474171532560.9604,326119900000,600351000000,3748402632560
HDB,2015-09-30,2001.9415000000001,1692917200,3389121198743.8003,478202300000,682914400000,3593833298743
HDB,2015-06-30,1924.8693,1692916870,3258643710515.0913,386716200000,469429600000,3341357110515
HDB,2015-03-31,1834.735,1651068010,3029272265327.3496,515345900000,672126300000,3186052665327
HDB,2014-12-31,1601.9856,1651068010,2644987176640.656,330387700000,396585200000,2711184676640
HDB,2014-09-30,1442.41957,1617786930,2333527527922.22,421809300000,510793300000,2422511527922
PGR,2024-09-30,253.76,585600000,148601856000.0,147000000,6891800000,155346656000
PGR,2024-06-30,209.46,585400000,122617884000.0,101700000,6890700000,129406884000
PGR,2024-03-31,209.95,585400000,122904730000.0,167900000,6889700000,129626530000
PGR,2023-12-31,159.28,585300000,93226584000.0,99600000,7065800000,100192784000
PGR,2023-09-30,139.3,584800000,81462640000.0,138400000,6887600000,88211840000
PGR,2023-06-30,132.37,584900000,77423213000.0,179500000,6886500000,84130213000
PGR,2023-03-31,143.06,584900000,83675794000.0,288600000,6389300000,89776494000
PGR,2022-12-31,129.71,584900000,75867379000.0,220900000,6525500000,82171979000
PGR,2022-09-30,116.21,584500000,67924745000.0,365300000,6387400000,73946845000
PGR,2022-06-30,116.27,584300000,67936561000.0,226100000,6386500000,74096961000
PGR,2022-03-31,113.99,584300000,66604357000.0,287300000,6385600000,72702657000
PGR,2021-12-31,102.65,583900000,59937335000.0,187100000,4898800000,64649035000
PGR,2021-09-30,90.39,584700000,52851033000.0,270600000,4898200000,57478633000
PGR,2021-06-30,98.21,584600000,57413566000.0,99500000,5397500000,62711566000
PGR,2021-03-31,95.61,584900000,55922289000.0,122900000,5396800000,61196189000
PGR,2020-12-31,98.88,584900000,57834912000.0,76500000,5396100000,63154512000
PGR,2020-09-30,94.67,585200000,55400884000.0,90100000,5395400000,60706184000
PGR,2020-06-30,80.11,584900000,46856339000.0,108000000,5394700000,52143039000
PGR,2020-03-31,73.84,584700000,43174248000.0,369500000,5394000000,48198748000
PGR,2019-12-31,72.39,584100000,42282999000.0,226200000,4407100000,46463899000
PGR,2019-09-30,77.25,584100000,45121725000.0,45900000,4406500000,49482325000
PGR,2019-06-30,81.75,583600000,47709300000.0,91900000,4406000000,52023400000
PGR,2019-03-31,72.76,583500000,42455460000.0,158000000,4405400000,46702860000
PGR,2018-12-31,60.33,583000000,35172390000.0,69500000,4404900000,39507790000
PGR,2018-09-30,70.7,582700000,41196890000.0,121900000,3859900000,44934890000
PGR,2018-06-30,59.15,582000000,34425300000.0,154800000,3859500000,38130000000
PGR,2018-03-31,60.93,582000000,35461260000.0,190100000,3859200000,39130360000
PGR,2017-12-31,56.32,581100000,32727552000.0,265000000,3306300000,35768852000
PGR,2017-09-30,48.42,581300000,28146546000.0,224900000,3312200000,31233846000
PGR,2017-06-30,44.09,580500000,25594245000.000004,161000000,3383400000,28816645000
PGR,2017-03-31,39.18,580300000,22736154000.0,214500000,3111700000,25633354000
PGR,2016-12-31,35.5,579600000,20575800000.0,211500000,3148200000,23512500000
PGR,2016-09-30,31.5,581500000,18317250000.0,143400000,3153900000,21327750000
PGR,2016-06-30,33.5,582400000,19510400000.0,134700000,2664100000,22039800000
PGR,2016-03-31,35.14,583200000,20493648000.0,209900000,2701600000,22985348000
PGR,2015-12-31,31.8,583200000,18545760000.0,224400000,2707900000,21029260000
PGR,2015-09-30,30.64,585200000,17930528000.0,194500000,2714300000,20450328000
PGR,2015-06-30,27.83,585700000,16300030999.999998,263800000,2739500000,18775731000
PGR,2015-03-31,27.2,587600000,15982720000.0,101500000,2560100000,18441320000
PGR,2014-12-31,26.99,587600000,15859324000.0,108400000,2164700000,17915624000
PLTR,2024-09-30,37.2,2250032000,83701190400.0,768710000,254915000,83187395400
PLTR,2024-06-30,25.88,2231592000,57753600960.0,512659000,258459000,57499400960
PLTR,2024-03-31,22.86,2213545000,50601638700.0,520388000,217069000,50298319700
PLTR,2023-12-31,17.17,2187214000,37554464380.0,831417000,229392000,36952439380
PLTR,2023-09-30,16.0,2162530000,34600480000.0,1040310000,236271000,33796441000
PLTR,2023-06-30,15.33,2131224000,32671663920.0,1055923000,245989000,31861729920
PLTR,2023-03-31,8.45,2107780000,17810741000.0,1264738000,259488000,16805491000
PLTR,2022-12-31,6.42,2090107000,13418486940.0,2598540000,249404000,11069350940
PLTR,2022-09-30,8.13,2073264999,16855644441.87,2411290000,245136000,14689490441
PLTR,2022-06-30,9.07,2054799000,18637026930.0,2358393000,256968000,16535601930
PLTR,2022-03-31,13.73,2036307000,27958495110.0,2269411000,267662000,25956746110
PLTR,2021-12-31,18.21,2011764000,36634222440.0,2290674000,260073000,34603621440
PLTR,2021-09-30,24.04,1964395000,47224055800.0,2335068000,263227000,45152214800
PLTR,2021-06-30,26.36,1894606000,49941814160.0,2341156000,249792000,47850450160
PLTR,2021-03-31,23.29,1821158000,42414769820.0,2339437000,452724000,40528056820
PLTR,2020-12-31,23.55,1763513922,41530752863.1,2011323000,456856000,39976285863
PLTR,2020-09-30,9.5,905462000,8601889000.0,1800190000,197753000,6999452000
PLTR,2020-06-30,9.5,1587519272,15081433084.0,1497591000,297576000,13881418084
PLTR,2020-03-31,9.5,905462000,8601889000.0,-1079154000,0,9681043000
PLTR,2019-12-31,9.5,905462000,8601889000.0,1079154000,396065000,7918800000
PLTR,2019-09-30,9.5,905462000,8601889000.0,0,0,8601889000
PLTR,2019-06-30,9.5,571415175,5428444162.5,0,0,5428444162
PLTR,2019-03-31,9.5,571413727,5428430406.5,-1116342000,0,6544772406
HON,2024-09-30,206.71,650400000,134444184000.0,10644000000,30829000000,154629184000
HON,2024-06-30,210.95,650200000,137159690000.0,9576000000,29030000000,156613690000
HON,2024-03-31,202.01,652300000,131771123000.0,11756000000,26354000000,146369123000
HON,2023-12-31,209.71,656500000,137674615000.0,7925000000,21536000000,151285615000
HON,2023-09-30,184.74,662400000,122371776000.0,7770000000,20286000000,134887776000
HON,2023-06-30,207.5,665300000,138049750000.0,8626000000,21373000000,150796750000
HON,2023-03-31,191.12,667800000,127629936000.0,6869000000,19162000000,139922936000
HON,2022-12-31,214.3,670600000,143709580000.0,9627000000,19570000000,153652580000
HON,2022-09-30,166.97,674100000,112554477000.0,7449000000,16985000000,122090477000
HON,2022-06-30,173.81,679000000,118016990000.0,8248000000,19077000000,128845990000
HON,2022-03-31,194.58,684700000,133228926000.00002,9281000000,19369000000,143316926000
HON,2021-12-31,208.51,688300000,143517433000.0,10959000000,19599000000,152157433000
HON,2021-09-30,212.28,690600000,146600568000.0,11087000000,21249000000,156762568000
HON,2021-06-30,219.35,693800000,152185030000.0,11427000000,21356000000,162114030000
HON,2021-03-31,217.07,696200000,151124134000.0,11718000000,21327000000,160733134000
HON,2020-12-31,212.7,701800000,149272860000.0,14275000000,22384000000,157381860000
HON,2020-09-30,164.61,702600000,115654986000.00002,14036000000,22222000000,123840986000
HON,2020-06-30,144.59,702300000,101545557000.0,13778000000,22089000000,109856557000
HON,2020-03-31,133.79,709600000,94937384000.0,7721000000,16112000000,103328384000
HON,2019-12-31,177.0,713500000,126289500000.0,9067000000,16002000000,133224500000
HON,2019-09-30,169.2,717600000,121417919999.99998,10908000000,18611000000,129120919999
HON,2019-06-30,176.81,723200000,127868992000.0,8225000000,16183000000,135826992000
HON,2019-03-31,161.47,729700000,117824659000.0,8625000000,16112000000,125311659000
HON,2018-12-31,132.12,734000000,96976080000.0,9287000000,16214000000,103903080000
HON,2018-09-30,161.15,741800000,119541070000.0,9803000000,18251000000,127989070000
HON,2018-06-30,137.92,745500000,102819359999.99998,8082000000,17084000000,111821359999
HON,2018-03-31,138.36,750600000,103853016000.00002,7897000000,18287000000,114243016000
HON,2017-12-31,146.84,757805486,111276157564.24,7059000000,17882000000,122099157564
HON,2017-09-30,135.71,762200000,103438162000.0,7389000000,16783000000,112832162000
HON,2017-06-30,127.62,764200000,97527204000.0,7877000000,16510000000,106160204000
HON,2017-03-31,119.56,763100000,91236236000.0,7710000000,15867000000,99393236000
HON,2016-12-31,110.92,762400000,84565408000.0,7843000000,15775000000,92497408000
HON,2016-09-30,111.0,763700000,84770700000.0,6431000000,15858000000,94197700000
HON,2016-06-30,110.74,763300000,84527842000.0,5045000000,14013000000,93495842000
HON,2016-03-31,106.67,767900000,81911893000.0,4473000000,13957000000,91395893000
HON,2015-12-31,98.6,771800000,76099480000.0,5455000000,12068000000,82712480000
HON,2015-09-30,90.15,780400000,70353060000.0,6563000000,10567000000,74357060000
HON,2015-06-30,97.08,783300000,76042764000.0,5954000000,9719000000,79807764000
HON,2015-03-31,99.3,783800000,77831340000.0,6575000000,9707000000,80963340000
HON,2014-12-31,95.13,783800000,74562894000.0,6959000000,8683000000,76286894000
SYK,2024-09-30,361.26,381100000,137676186000.0,3850000000,15484000000,149310186000
SYK,2024-06-30,336.5,381000000,128206500000.0,1874000000,12744000000,139076500000
SYK,2024-03-31,354.67,380400000,134916468000.0,2330000000,10807000000,143393468000
SYK,2023-12-31,299.46,380000000,113794799999.99998,2971000000,12995000000,123818799999
SYK,2023-09-30,273.27,379800000,103787946000.0,1860000000,10382000000,112309946000
SYK,2023-06-30,305.09,379700000,115842672999.99998,1401000000,11149000000,125590672999
SYK,2023-03-31,285.47,379000000,108193130000.00002,1671000000,11857000000,118379130000
SYK,2022-12-31,244.49,378500000,92539465000.0,1844000000,13048000000,103743465000
SYK,2022-09-30,202.54,378400000,76641136000.0,1420000000,12751000000,87972136000
SYK,2022-06-30,198.93,378300000,75255219000.0,1044000000,13374000000,87585219000
SYK,2022-03-31,267.35,377700000,100978095000.00002,1458000000,14099000000,113619095000
SYK,2021-12-31,267.42,377300000,100897566000.0,2944000000,12472000000,110425566000
SYK,2021-09-30,263.72,377100000,99448812000.00002,2563000000,12629000000,109514812000
SYK,2021-06-30,259.73,376900000,97892237000.0,2241000000,12734000000,108385237000
SYK,2021-03-31,243.58,376300000,91659154000.0,2238000000,13059000000,102480154000
SYK,2020-12-31,245.04,375900000,92110536000.0,2943000000,13230000000,102397536000
SYK,2020-09-30,208.37,375700000,78284609000.0,7083000000,12008000000,83209609000
SYK,2020-06-30,180.19,375500000,67661345000.0,6539000000,11811000000,72933345000
SYK,2020-03-31,166.49,374800000,62400452000.0,3964000000,9404000000,67840452000
SYK,2019-12-31,209.94,374400000,78601536000.0,4337000000,10231000000,84495536000
SYK,2019-09-30,216.3,374200000,80939460000.0,1948000000,7889000000,86880460000
SYK,2019-06-30,206.54,373900000,77225306000.0,1754000000,7974000000,83445306000
SYK,2019-03-31,196.1,373300000,73204130000.0,1674000000,7950000000,79480130000
SYK,2018-12-31,156.75,374300000,58671525000.0,3616000000,8486000000,63541525000
SYK,2018-09-30,178.65,374100000,66832965000.0,1918000000,5928000000,70842965000
SYK,2018-06-30,168.86,373900000,63136754000.00001,1641000000,5925000000,67420754000
SYK,2018-03-31,160.92,374000000,60184079999.99999,2179000000,5920000000,63925079999
SYK,2017-12-31,154.84,374400000,57972096000.0,2542000000,6590000000,62020096000
SYK,2017-09-30,142.02,374200000,53143884000.00001,2592000000,6593000000,57144884000
SYK,2017-06-30,138.78,373900000,51889842000.0,3649000000,6592000000,54832842000
SYK,2017-03-31,131.65,373400000,49158110000.0,3213000000,7184000000,53129110000
SYK,2016-12-31,119.81,374500000,44868845000.0,3316000000,6686000000,48238845000
SYK,2016-09-30,116.41,374400000,43583904000.0,2953000000,6713000000,47343904000
SYK,2016-06-30,119.83,374200000,44840386000.0,3490000000,7644000000,48994386000
SYK,2016-03-31,107.29,373200000,40040628000.0,6976000000,6706000000,39770628000
SYK,2015-12-31,92.94,374300000,34787442000.0,3379000000,3253000000,34661442000
SYK,2015-09-30,94.1,376300000,35409830000.0,3163000000,2511000000,34757830000
SYK,2015-06-30,95.57,377000000,36029890000.0,3626000000,3242000000,35645890000
SYK,2015-03-31,92.25,378900000,34953525000.0,1674000000,3257000000,36536525000
SYK,2014-12-31,94.33,378500000,35703905000.0,1795000000,3246000000,37154905000
SCHW-PD,2024-09-30,64.81,1829000000,118537490000.0,34850000000,55635000000,139322490000
SCHW-PD,2024-06-30,73.42,1828000000,134211760000.0,25350000000,56845000000,165706760000
SCHW-PD,2024-03-31,72.37,1825000000,132075250000.00002,31752000000,55270000000,155593250000
SCHW-PD,2023-12-31,68.8,1823000000,125422400000.0,43337000000,59973000000,142058400000
SCHW-PD,2023-09-30,54.9,1821000000,99972900000.0,33251000000,64153000000,130874900000
SCHW-PD,2023-06-30,56.68,1820000000,103157600000.0,47651000000,71313000000,126819600000
SCHW-PD,2023-03-31,52.38,1834000000,96064920000.0,49162000000,72687000000,119589920000
SCHW-PD,2022-12-31,83.26,1864000000,155196640000.0,40195000000,37878000000,152879640000
SCHW-PD,2022-09-30,71.87,1887000000,135618690000.00002,46486000000,21344000000,110476690000
SCHW-PD,2022-06-30,63.18,1896000000,119789280000.0,64550000000,22462000000,77701280000
SCHW-PD,2022-03-31,84.31,1894000000,159683140000.0,91126000000,26107000000,94664140000
SCHW-PD,2021-12-31,84.1,1892000000,159117200000.0,62975000000,23769000000,119911200000
SCHW-PD,2021-09-30,72.84,1888000000,137521920000.0,34323000000,22530000000,125728920000
SCHW-PD,2021-06-30,72.81,1886000000,137319660000.0,30337000000,22208000000,129190660000
SCHW-PD,2021-03-31,65.18,1882000000,122668760000.00002,48182000000,20198000000,94684760000
SCHW-PD,2020-12-31,53.04,1848000000,98017920000.0,40348000000,13632000000,71301920000
SCHW-PD,2020-09-30,36.23,1289000000,46700469999.99999,27465000000,7836000000,27071469999
SCHW-PD,2020-06-30,33.74,1288000000,43457120000.0,33574000000,8526000000,18409120000
SCHW-PD,2020-03-31,33.62,1287000000,43268940000.0,68458000000,8522000000,-16667060000
SCHW-PD,2019-12-31,47.56,1284000000,61067040000.0,29300000000,7430000000,39197040000
SCHW-PD,2019-09-30,41.83,1300000000,54379000000.0,20300000000,7427000000,41506000000
SCHW-PD,2019-06-30,40.76,1328000000,54129280000.0,24200000000,7424000000,37353280000
SCHW-PD,2019-03-31,44.13,1333000000,58825290000.0,32558000000,6829000000,33096290000
SCHW-PD,2018-12-31,41.53,1343000000,55774790000.0,27938000000,6878000000,34714790000
SCHW-PD,2018-09-30,49.55,1351000000,66942049999.99999,21830000000,5790000000,50902049999
SCHW-PD,2018-06-30,51.1,1350000000,68985000000.0,13250000000,5789000000,61524000000
SCHW-PD,2018-03-31,52.22,1347000000,70340340000.0,14145000000,4128000000,60323340000
SCHW-PD,2017-12-31,51.37,1343000000,68989910000.0,14217000000,19753000000,74525910000
SCHW-PD,2017-09-30,43.74,1339000000,58567860000.0,12253000000,8268000000,54582860000
SCHW-PD,2017-06-30,42.96,1338000000,57480480000.0,9575000000,3818000000,51723480000
SCHW-PD,2017-03-31,40.81,1336000000,54522160000.0,9475000000,4118000000,49165160000
SCHW-PD,2016-12-31,39.47,1329000000,52455630000.0,10828000000,2876000000,44503630000
SCHW-PD,2016-09-30,31.57,1324000000,41798680000.0,10431000000,5877000000,37244680000
SCHW-PD,2016-06-30,25.31,1322000000,33459820000.0,12976000000,7876000000,28359820000
SCHW-PD,2016-03-31,28.02,1321000000,37014420000.0,10457000000,3677000000,30234420000
SCHW-PD,2015-12-31,32.93,1319000000,43434670000.0,11978000000,2890000000,34346670000
SCHW-PD,2015-09-30,28.56,1316000000,37584960000.0,10366000000,2893000000,30111960000
SCHW-PD,2015-06-30,32.65,1314000000,42902100000.0,9017000000,2894000000,36779100000
SCHW-PD,2015-03-31,30.44,1312000000,39937280000.0,9011000000,2895000000,33821280000
SCHW-PD,2014-12-31,30.19,1316000000,39730040000.0,11363000000,1899000000,30266040000
UNP,2024-09-30,246.48,607600000,149761248000.0,947000000,32696000000,181510248000
UNP,2024-06-30,224.86,609400000,137029684000.00002,1139000000,33197000000,169087684000
UNP,2024-03-31,243.3,609200000,148218360000.0,935000000,33266000000,180549360000
UNP,2023-12-31,245.62,608900000,149558018000.0,1055000000,34179000000,182682018000
UNP,2023-09-30,203.63,608700000,123949581000.0,750000000,34483000000,157682581000
UNP,2023-06-30,204.62,608700000,124552194000.0,830000000,34519000000,158241194000
UNP,2023-03-31,201.26,610600000,122889356000.0,1079000000,35017000000,156827356000
UNP,2022-12-31,207.07,612700000,126871789000.0,973000000,34626000000,160524789000
UNP,2022-09-30,194.82,620400000,120866328000.0,1267000000,35051000000,154650328000
UNP,2022-06-30,213.28,625600000,133427968000.0,788000000,33302000000,165941968000
UNP,2022-03-31,273.21,632200000,172723362000.0,909000000,33835000000,205649362000
UNP,2021-12-31,251.93,640400000,161335972000.0,960000000,31158000000,191533972000
UNP,2021-09-30,196.01,648700000,127151687000.0,1194000000,30963000000,156920687000
UNP,2021-06-30,219.93,658500000,144823905000.0,1115000000,30068000000,173776905000
UNP,2021-03-31,220.41,667600000,147145716000.0,1183000000,28147000000,174109716000
UNP,2020-12-31,208.22,672200000,139965484000.0,1799000000,28012000000,166178484000
UNP,2020-09-30,196.87,675000000,132887250000.0,2601000000,29353000000,159639250000
UNP,2020-06-30,169.07,677700000,114578739000.0,2706000000,30068000000,141940739000
UNP,2020-03-31,141.04,684300000,96513672000.0,1130000000,29541000000,124924672000
UNP,2019-12-31,180.79,692200000,125142838000.0,831000000,26671000000,150982838000
UNP,2019-09-30,161.98,699300000,113272614000.0,1250000000,27654000000,139676614000
UNP,2019-06-30,171.5,705500000,120993250000.0,1049000000,27306000000,147250250000
UNP,2019-03-31,170.92,716800000,122515455999.99998,1059000000,27192000000,148648456000
UNP,2018-12-31,138.23,729400000,100824962000.0,1273000000,22391000000,121942962000
UNP,2018-09-30,164.3,737400000,121154820000.00002,1810000000,22411000000,141755820000
UNP,2018-06-30,141.68,760500000,107747640000.0,1604000000,22813000000,128956640000
UNP,2018-03-31,134.43,776400000,104371452000.0,1048000000,17588000000,120911452000
UNP,2017-12-31,134.1,783600000,105080760000.0,1275000000,16944000000,120749760000
UNP,2017-09-30,115.97,794500000,92138165000.0,1847000000,16833000000,107124165000
UNP,2017-06-30,108.91,804100000,87574531000.0,1286000000,15760000000,102048531000
UNP,2017-03-31,105.92,811500000,85954080000.0,1049000000,15033000000,99938080000
UNP,2016-12-31,103.68,819200000,84934656000.0,1277000000,15007000000,98664656000
UNP,2016-09-30,97.53,829000000,80852370000.0,1909000000,15612000000,94555370000
UNP,2016-06-30,87.25,837400000,73063150000.0,1830000000,15186000000,86419150000
UNP,2016-03-31,79.55,844000000,67140200000.0,2673000000,15193000000,79660200000
UNP,2015-12-31,78.2,850600000,66516920000.0,1391000000,14201000000,79326920000
UNP,2015-09-30,88.41,862900000,76288989000.0,1078000000,13319000000,88529989000
UNP,2015-06-30,95.37,872200000,83181714000.0,2041000000,13339000000,94479714000
UNP,2015-03-31,108.31,879300000,95236983000.0,1587000000,12300000000,105949983000
UNP,2014-12-31,119.13,885700000,105513441000.0,1586000000,11480000000,115407441000
UL,2024-06-30,50.96946,2517687074,128325150610.76004,4970000000,31654000000,155009150610
UL,2023-12-31,43.85985599999999,2534533995,111164296047.8047,4156551676,29604562097,136612306468
UL,2023-06-30,47.777145000000004,2534285714,121080936029.20654,4994000000,30665792674,146752728703
UL,2022-12-31,47.021865,2544272325,119636429789.38612,4326000000,28439000000,143749429789
UL,2022-06-30,43.726403,2570796460,112411682040.93338,5411000000,33952290437,140952972477
UL,2021-12-31,47.302926,2592086346,122613268610.4484,3415000000,29672000000,148870268610
UL,2021-06-30,49.30965,2622689075,129323880347.07375,4182000000,27541989540,152683869887
UL,2020-12-31,49.386552,2639092345,130335671329.14444,5548000000,26767000000,151554671329
UL,2020-06-30,48.854176,2627200000,128349691187.20001,4855000000,28805000000,152299691187
UL,2019-12-31,50.978489,2618848106,133504919364.39185,4185000000,28257000000,157576919364
UL,2019-06-30,54.960336000000005,2636842105,144921728069.74728,3911000000,28985000000,169995728069
UL,2018-12-31,45.562,2651672042,120815481577.60399,3230000000,24333000000,141918481577
UL,2018-06-30,47.286512,2730630630,129121998053.06256,3991000000,29621000000,154751998053
UL,2017-12-31,46.09822,2777311170,128029101323.1174,1984000000,23832000000,149877101323
UL,2017-06-30,47.333352,2853211009,135052041019.27216,5016000000,19633000000,149669041019
UL,2016-12-31,38.648720000000004,2842580407,109862094227.62906,1869000000,16342000000,124335094227
UL,2016-06-30,43.138163999999996,2854545454,123139849940.10645,3119000000,16371000000,136391849940
UL,2015-12-31,39.704896,2847048775,113041775518.3024,1647000000,13962000000,125356775518
UL,2015-06-30,38.539416,2860919540,110258168294.58865,2710000000,15382000000,122930168294
UL,2014-12-31,33.448624,2874763897,96156896679.52774,1611000000,11886000000,106431896679
UL,2014-06-30,33.0763,2905154639,96091766385.9557,3419000000,13436000000,106108766385
UL,2013-12-31,29.9524,2907228915,87078483353.646,925000000,10865000000,97018483353
UL,2013-06-30,31.093664,2926506024,90995795004.23193,3467000000,15907000000,103435795004
UL,2012-12-31,29.342016,2912941616,85471579503.73785,970000000,7463000000,91964579503
UL,2012-09-30,28.452675999999997,2912941616,82880984006.9644,2465000000,0,80415984006
UL,2012-06-30,26.616342999999997,2815900000,74948960253.7,4097000000,13812000000,84663960253
UL,2011-12-31,25.867384000000005,2812900000,72762364453.6,1241000000,13526000000,85047364453
UL,2011-06-30,22.339382999999998,2812900000,62838450440.7,2332000000,11005000000,71511450440
UL,2010-12-31,23.061184,2812900000,64868804473.6,1428000000,9534000000,72974804473
UL,2010-09-30,21.34194,2812100000,60015669474.0,3826000000,10293000000,66482669474
UL,2010-06-30,21.846429,2813200000,61458374062.8,3105000000,11083000000,69436374062
UL,2010-03-31,21.664272,2808000000,60833275776.0,2674000000,10355000000,68514275776
UL,2009-12-31,22.259819999999998,2801700000,62365337693.99999,2642000000,9971000000,69694337694
UL,2009-09-30,19.591308,2794500000,54747910206.00001,2698000000,10252000000,62301910206
UL,2009-06-30,16.743750000000002,2792400000,46755247500.00001,2082000000,11296000000,55969247500
